,,,,,,,
Tên công ty,Công ty Cổ phần Sữa Việt Nam,,,,,,
Tên báo cáo,Lịch sử giá,,,,,,
Ngày tải,15/03/2025,,,,,,
,,,,,,,
NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,THAY ĐỔI GIÁ,% THAY ĐỔI,KHỐI LƯỢNG
14/03/2025,"62,400.00","62,700.00","62,100.00","62,100.00",100.00,0.00,"2,696,700.00"
13/03/2025,"62,300.00","62,900.00","61,900.00","62,000.00",-200.00,0.00,"5,100,400.00"
12/03/2025,"62,500.00","62,800.00","62,200.00","62,200.00",-200.00,0.00,"2,755,400.00"
11/03/2025,"62,300.00","62,500.00","62,100.00","62,400.00",-100.00,0.00,"2,287,600.00"
10/03/2025,"63,000.00","63,000.00","62,500.00","62,500.00",-200.00,0.00,"2,529,500.00"
07/03/2025,"62,900.00","63,000.00","62,400.00","62,700.00",-200.00,0.00,"2,655,600.00"
06/03/2025,"62,700.00","62,900.00","62,200.00","62,900.00",200.00,0.00,"3,125,600.00"
05/03/2025,"63,600.00","63,600.00","62,700.00","62,700.00",-800.00,-0.01,"2,275,500.00"
04/03/2025,"63,200.00","63,800.00","62,900.00","63,500.00",300.00,0.00,"6,042,000.00"
03/03/2025,"62,800.00","63,200.00","62,300.00","63,200.00","1,000.00",0.02,"3,610,600.00"
28/02/2025,"62,300.00","63,200.00","62,200.00","62,200.00",0.00,0.00,"4,175,600.00"
27/02/2025,"63,200.00","63,200.00","62,200.00","62,200.00",-900.00,-0.01,"3,520,600.00"
26/02/2025,"63,000.00","63,400.00","62,900.00","63,100.00",200.00,0.00,"3,636,600.00"
25/02/2025,"64,000.00","64,000.00","62,600.00","62,900.00",-900.00,-0.01,"3,884,200.00"
24/02/2025,"61,600.00","63,900.00","61,600.00","63,800.00","2,400.00",0.04,"11,512,800.00"
21/02/2025,"60,800.00","62,100.00","60,600.00","61,400.00",700.00,0.01,"4,717,200.00"
20/02/2025,"60,900.00","60,900.00","60,600.00","60,700.00",-100.00,0.00,"2,627,900.00"
19/02/2025,"60,300.00","60,900.00","60,300.00","60,800.00",500.00,0.01,"3,072,700.00"
18/02/2025,"60,400.00","60,500.00","60,000.00","60,300.00",300.00,0.00,"2,436,800.00"
17/02/2025,"60,400.00","60,600.00","60,000.00","60,000.00",-300.00,0.00,"3,612,400.00"
14/02/2025,"60,700.00","60,700.00","60,300.00","60,300.00",-400.00,-0.01,"6,401,800.00"
13/02/2025,"61,000.00","61,000.00","60,400.00","60,700.00",-300.00,0.00,"2,576,800.00"
12/02/2025,"60,600.00","61,000.00","60,500.00","61,000.00",600.00,0.01,"2,756,600.00"
11/02/2025,"60,600.00","60,700.00","60,100.00","60,400.00",-200.00,0.00,"3,433,800.00"
10/02/2025,"61,200.00","61,200.00","60,600.00","60,600.00",-200.00,0.00,"2,592,100.00"
07/02/2025,"60,700.00","61,200.00","60,600.00","60,800.00",100.00,0.00,"2,552,300.00"
06/02/2025,"61,500.00","61,600.00","60,500.00","60,700.00",-800.00,-0.01,"3,024,800.00"
05/02/2025,"60,400.00","61,500.00","60,400.00","61,500.00","1,300.00",0.02,"3,198,100.00"
04/02/2025,"60,600.00","60,900.00","60,000.00","60,200.00",-300.00,0.00,"7,125,000.00"
03/02/2025,"62,200.00","62,200.00","60,500.00","60,500.00","-1,700.00",-0.03,"7,279,900.00"
24/01/2025,"61,900.00","62,500.00","61,800.00","62,200.00",200.00,0.00,"1,576,400.00"
23/01/2025,"61,600.00","62,300.00","61,600.00","62,000.00",400.00,0.01,"1,781,300.00"
22/01/2025,"62,000.00","62,000.00","61,600.00","61,600.00",-200.00,0.00,"1,760,900.00"
21/01/2025,"62,000.00","62,100.00","61,600.00","61,800.00",-100.00,0.00,"1,403,900.00"
20/01/2025,"62,000.00","62,200.00","61,600.00","61,900.00",-100.00,0.00,"1,633,600.00"
17/01/2025,"62,200.00","62,200.00","62,000.00","62,000.00",100.00,0.00,"889,400.00"
16/01/2025,"62,300.00","62,600.00","61,700.00","61,900.00",200.00,0.00,"1,684,500.00"
15/01/2025,"62,100.00","62,300.00","61,700.00","61,700.00",100.00,0.00,"1,216,400.00"
14/01/2025,"61,400.00","61,800.00","61,300.00","61,600.00",200.00,0.00,"1,147,600.00"
13/01/2025,"61,200.00","61,900.00","61,100.00","61,400.00",100.00,0.00,"1,101,700.00"
10/01/2025,"61,700.00","61,900.00","61,300.00","61,300.00",-500.00,-0.01,"1,189,800.00"
09/01/2025,"61,800.00","61,900.00","61,300.00","61,800.00",100.00,0.00,"1,500,000.00"
08/01/2025,"62,000.00","62,100.00","61,200.00","61,700.00",0.00,0.00,"2,053,300.00"
07/01/2025,"62,600.00","63,000.00","61,600.00","61,700.00",-800.00,-0.01,"2,802,100.00"
06/01/2025,"63,000.00","63,200.00","62,500.00","62,500.00",-500.00,-0.01,"2,103,500.00"
03/01/2025,"63,200.00","63,300.00","62,900.00","63,000.00",-100.00,0.00,"1,776,700.00"
02/01/2025,"63,600.00","63,800.00","63,100.00","63,100.00",-300.00,0.00,"1,336,600.00"
31/12/2024,"63,400.00","63,800.00","63,300.00","63,400.00",100.00,0.00,"1,641,900.00"
30/12/2024,"63,600.00","63,700.00","63,300.00","63,300.00",-500.00,-0.01,"1,490,800.00"
27/12/2024,"63,900.00","64,100.00","63,700.00","63,800.00",0.00,0.00,"2,443,700.00"
26/12/2024,"64,200.00","64,200.00","63,800.00","63,800.00",-100.00,0.00,"1,708,800.00"
25/12/2024,"63,900.00","64,396.12","63,900.00","63,900.00",100.00,0.00,"1,382,500.00"
24/12/2024,"63,900.00","64,197.67","63,602.33","63,800.78",-100.00,0.00,"4,725,000.00"
23/12/2024,"64,197.67","64,495.34","63,800.78","63,900.00",-600.00,-0.01,"1,367,800.00"
20/12/2024,"63,503.11","64,495.34","63,503.11","64,495.34","1,100.00",0.02,"3,799,600.00"
19/12/2024,"63,900.00","63,999.22","63,403.88","63,403.88",-800.00,-0.01,"2,646,900.00"
18/12/2024,"64,495.34","64,594.57","64,197.67","64,197.67",100.00,0.00,"1,614,100.00"
17/12/2024,"64,396.12","64,495.34","63,999.22","64,098.45",-400.00,-0.01,"1,204,000.00"
16/12/2024,"63,701.55","64,693.79","63,701.55","64,495.34",800.00,0.01,"2,387,600.00"
13/12/2024,"63,800.78","63,999.22","63,602.33","63,701.55",-400.00,-0.01,"1,396,700.00"
12/12/2024,"63,701.55","64,396.12","63,701.55","64,098.45",400.00,0.01,"2,249,807.00"
11/12/2024,"63,403.88","64,098.45","63,403.88","63,701.55",300.00,0.00,"2,024,600.00"
10/12/2024,"63,602.33","63,900.00","63,403.88","63,403.88",-200.00,0.00,"1,711,000.00"
09/12/2024,"63,999.22","63,999.22","63,503.11","63,602.33",0.00,0.00,"1,762,700.00"
06/12/2024,"63,999.22","64,296.89","63,602.33","63,602.33",-200.00,0.00,"1,677,900.00"
05/12/2024,"63,006.99","64,197.67","62,709.32","63,800.78","1,000.00",0.02,"2,218,400.00"
04/12/2024,"63,304.66","63,403.88","62,808.54","62,808.54",-600.00,-0.01,"2,745,800.00"
03/12/2024,"64,098.45","64,098.45","63,403.88","63,403.88",-600.00,-0.01,"2,425,200.00"
02/12/2024,"64,098.45","64,296.89","63,701.55","63,999.22",-100.00,0.00,"1,229,100.00"
29/11/2024,"63,999.22","64,296.89","63,800.78","64,098.45",100.00,0.00,"1,105,500.00"
28/11/2024,"64,495.34","64,495.34","63,999.22","63,999.22",-100.00,0.00,"1,273,300.00"
27/11/2024,"64,296.89","64,495.34","63,999.22","64,098.45",-200.00,0.00,"1,586,400.00"
26/11/2024,"63,999.22","64,495.34","63,900.00","64,296.89",500.00,0.01,"1,675,600.00"
25/11/2024,"63,800.78","64,098.45","63,701.55","63,800.78",0.00,0.00,"2,446,600.00"
22/11/2024,"63,403.88","64,296.89","63,403.88","63,800.78",400.00,0.01,"2,585,700.00"
21/11/2024,"63,205.43","63,602.33","62,907.76","63,403.88",300.00,0.00,"2,253,500.00"
20/11/2024,"62,510.87","63,304.66","62,411.65","63,106.21",600.00,0.01,"2,818,000.00"
19/11/2024,"62,808.54","63,006.99","62,510.87","62,510.87",-200.00,0.00,"2,833,600.00"
18/11/2024,"63,205.43","63,701.55","62,709.32","62,709.32",-500.00,-0.01,"3,797,000.00"
15/11/2024,"64,396.12","64,396.12","63,205.43","63,205.43","-1,300.00",-0.02,"3,688,300.00"
14/11/2024,"64,495.34","64,495.34","64,197.67","64,495.34",0.00,0.00,"1,779,900.00"
13/11/2024,"64,594.57","65,090.68","64,197.67","64,495.34",100.00,0.00,"2,820,700.00"
12/11/2024,"64,693.79","65,189.91","64,296.89","64,396.12",-300.00,0.00,"1,729,600.00"
11/11/2024,"65,189.91","65,289.13","64,197.67","64,693.79",-500.00,-0.01,"2,737,600.00"
08/11/2024,"65,487.58","65,686.02","65,090.68","65,189.91",-200.00,0.00,"1,852,400.00"
07/11/2024,"65,487.58","65,686.02","65,090.68","65,388.35",100.00,0.00,"1,152,300.00"
06/11/2024,"65,487.58","65,487.58","64,793.01","65,289.13",300.00,0.00,"2,594,600.00"
05/11/2024,"65,189.91","65,487.58","64,991.46","64,991.46",-100.00,0.00,"1,060,900.00"
04/11/2024,"65,388.35","66,082.92","65,090.68","65,090.68",-200.00,0.00,"2,118,800.00"
01/11/2024,"65,586.80","65,785.25","65,090.68","65,289.13",-300.00,0.00,"2,178,005.00"
31/10/2024,"66,082.92","66,082.92","64,793.01","65,586.80",-200.00,0.00,"5,269,100.00"
30/10/2024,"66,479.81","66,777.48","65,785.25","65,785.25",-700.00,-0.01,"3,431,700.00"
29/10/2024,"66,777.48","66,777.48","66,281.37","66,479.81",-200.00,0.00,"2,030,600.00"
28/10/2024,"67,174.38","67,472.05","66,182.14","66,678.26",-800.00,-0.01,"2,923,300.00"
25/10/2024,"68,067.39","68,067.39","67,372.83","67,472.05",-400.00,-0.01,"2,170,200.00"
24/10/2024,"66,777.48","68,464.29","66,777.48","67,868.94","1,100.00",0.02,"4,365,000.00"
23/10/2024,"66,777.48","67,075.16","66,678.26","66,777.48",0.00,0.00,"1,835,900.00"
22/10/2024,"66,777.48","67,273.60","66,678.26","66,777.48",0.00,0.00,"2,250,400.00"
21/10/2024,"66,876.71","67,372.83","66,678.26","66,777.48",-100.00,0.00,"1,860,000.00"
18/10/2024,"67,075.16","67,472.05","66,876.71","66,876.71",-200.00,0.00,"1,737,502.00"
17/10/2024,"67,075.16","67,372.83","66,777.48","67,075.16",100.00,0.00,"1,655,019.00"
16/10/2024,"66,281.37","67,571.27","66,281.37","66,975.93",700.00,0.01,"2,003,900.00"
15/10/2024,"66,678.26","66,876.71","66,182.14","66,281.37",-400.00,-0.01,"3,473,302.00"
14/10/2024,"67,571.27","67,571.27","66,579.04","66,678.26",-500.00,-0.01,"3,220,500.00"
11/10/2024,"67,571.27","67,670.50","66,975.93","67,174.38",0.00,0.00,"2,690,038.00"
10/10/2024,"67,769.72","68,265.84","67,174.38","67,174.38",-100.00,0.00,"3,122,515.00"
09/10/2024,"67,769.72","68,067.39","67,273.60","67,273.60",-400.00,-0.01,"3,827,960.00"
08/10/2024,"66,678.26","67,670.50","66,678.26","67,670.50","1,100.00",0.02,"3,182,649.00"
07/10/2024,"68,166.61","68,761.96","66,579.04","66,579.04","-1,400.00",-0.02,"5,986,300.00"
04/10/2024,"69,952.64","69,952.64","67,868.94","67,968.17","-1,800.00",-0.03,"6,134,000.00"
03/10/2024,"69,654.97","69,952.64","69,357.30","69,754.19",200.00,0.00,"2,948,000.00"
02/10/2024,"69,654.97","69,654.97","69,059.63","69,555.75",0.00,0.00,"2,139,900.00"
01/10/2024,"69,654.97","70,151.09","69,555.75","69,555.75",0.00,0.00,"2,040,200.00"
30/09/2024,"70,448.76","70,448.76","69,555.75","69,555.75",-900.00,-0.01,"2,043,516.00"
27/09/2024,"70,250.31","70,647.20","70,151.09","70,448.76",300.00,0.00,"3,168,700.00"
26/09/2024,"69,059.63","70,547.98","69,059.63","70,151.09","1,100.00",0.02,"4,484,109.00"
25/09/2024,"69,754.19","69,853.42","69,059.63","69,059.63",-700.00,-0.01,"4,847,436.00"
24/09/2024,"70,448.76","70,448.76","69,555.75","69,754.19",-200.00,0.00,"2,199,514.00"
23/09/2024,"70,094.81","70,190.69","69,615.36","69,903.03",200.00,0.00,"2,997,201.00"
20/09/2024,"70,478.36","70,957.81","69,711.25","69,711.25",-600.00,-0.01,"6,555,403.00"
19/09/2024,"70,286.58","70,478.36","69,998.92","70,286.58",0.00,0.00,"1,572,742.00"
18/09/2024,"70,574.25","70,861.92","69,998.92","70,286.58",-100.00,0.00,"2,845,344.00"
17/09/2024,"69,040.03","70,382.47","68,752.36","70,382.47","1,500.00",0.02,"2,526,732.00"
16/09/2024,"69,998.92","69,998.92","68,944.14","68,944.14","-1,000.00",-0.01,"4,034,700.00"
13/09/2024,"71,724.92","71,724.92","69,903.03","69,903.03","-1,800.00",-0.02,"5,347,113.00"
12/09/2024,"71,916.70","72,108.47","71,341.36","71,629.03",100.00,0.00,"2,052,124.00"
11/09/2024,"71,724.92","72,012.58","70,861.92","71,533.14",-300.00,0.00,"3,165,231.00"
10/09/2024,"71,724.92","72,396.14","71,245.47","71,820.81",100.00,0.00,"3,332,434.00"
09/09/2024,"72,012.58","72,012.58","71,149.58","71,724.92",-600.00,-0.01,"2,638,800.00"
06/09/2024,"71,820.81","72,396.14","71,724.92","72,300.25",700.00,0.01,"3,641,800.00"
05/09/2024,"71,245.47","72,300.25","71,053.70","71,629.03",400.00,0.01,"5,841,142.00"
04/09/2024,"70,286.58","71,437.25","70,094.81","71,245.47",400.00,0.01,"2,839,125.00"
30/08/2024,"70,574.25","71,724.92","70,382.47","70,861.92",400.00,0.01,"3,675,800.00"
29/08/2024,"70,670.14","70,957.81","70,382.47","70,478.36",-400.00,-0.01,"2,042,980.00"
28/08/2024,"70,574.25","70,957.81","70,190.69","70,861.92",400.00,0.01,"3,352,840.00"
27/08/2024,"70,382.47","70,766.03","69,615.36","70,478.36",100.00,0.00,"4,265,844.00"
26/08/2024,"71,820.81","71,916.70","70,286.58","70,382.47","-1,500.00",-0.02,"6,324,827.00"
23/08/2024,"71,820.81","72,492.03","71,341.36","71,820.81",700.00,0.01,"3,307,633.00"
22/08/2024,"72,875.58","72,875.58","70,574.25","71,149.58","-1,100.00",-0.01,"6,025,954.00"
21/08/2024,"72,108.47","72,971.47","72,012.58","72,204.36",-300.00,0.00,"3,991,045.00"
20/08/2024,"72,875.58","73,067.36","72,204.36","72,492.03",-400.00,-0.01,"4,177,349.00"
19/08/2024,"70,957.81","72,875.58","70,766.03","72,875.58","2,200.00",0.03,"7,917,931.00"
16/08/2024,"70,957.81","71,053.70","70,190.69","70,766.03",0.00,0.00,"7,392,917.00"
15/08/2024,"70,957.81","71,533.14","70,670.14","70,766.03",-200.00,0.00,"4,255,830.00"
14/08/2024,"70,957.81","71,053.70","70,286.58","70,957.81",200.00,0.00,"5,456,225.00"
13/08/2024,"69,807.14","71,341.36","69,711.25","70,766.03",800.00,0.01,"6,834,400.00"
12/08/2024,"70,286.58","71,341.36","69,807.14","69,998.92",-300.00,0.00,"5,804,000.00"
09/08/2024,"69,807.14","70,382.47","69,519.47","70,286.58",600.00,0.01,"4,527,500.00"
08/08/2024,"70,861.92","71,341.36","69,231.81","69,711.25","-1,100.00",-0.01,"7,611,000.00"
07/08/2024,"70,190.69","70,766.03","69,423.58","70,766.03","1,100.00",0.02,"10,740,700.00"
06/08/2024,"67,409.92","70,286.58","67,122.25","69,711.25","3,300.00",0.05,"13,950,400.00"
05/08/2024,"68,081.14","68,272.92","65,683.92","66,546.92","-2,100.00",-0.03,"12,245,500.00"
02/08/2024,"67,122.25","68,944.14","67,122.25","68,560.58","1,200.00",0.02,"10,290,200.00"
01/08/2024,"68,848.25","68,944.14","67,218.14","67,409.92","-1,300.00",-0.02,"8,955,800.00"
31/07/2024,"65,683.92","69,040.03","65,683.92","68,656.47","3,900.00",0.06,"21,564,900.00"
30/07/2024,"64,533.25","65,588.03","64,149.69","64,916.80",500.00,0.01,"6,465,600.00"
29/07/2024,"63,478.47","64,820.91","63,190.80","64,437.36","1,400.00",0.02,"5,781,800.00"
26/07/2024,"62,711.36","63,478.47","62,711.36","63,094.91",200.00,0.00,"3,275,400.00"
25/07/2024,"62,903.14","62,999.03","62,615.47","62,903.14",0.00,0.00,"1,957,600.00"
24/07/2024,"63,094.91","63,382.58","62,903.14","62,903.14",-300.00,0.00,"3,913,500.00"
23/07/2024,"62,903.14","63,574.36","62,807.25","63,190.80",500.00,0.01,"3,777,800.00"
22/07/2024,"62,615.47","63,286.69","62,519.58","62,711.36",100.00,0.00,"2,654,800.00"
19/07/2024,"63,190.80","63,190.80","62,423.69","62,615.47",-600.00,-0.01,"3,412,700.00"
18/07/2024,"63,286.69","63,286.69","62,807.25","63,190.80",200.00,0.00,"2,363,000.00"
17/07/2024,"63,478.47","63,766.14","62,903.14","62,999.03",-400.00,-0.01,"3,464,800.00"
16/07/2024,"63,670.25","63,957.91","63,382.58","63,382.58",-100.00,0.00,"2,243,700.00"
15/07/2024,"63,574.36","64,149.69","63,478.47","63,478.47",-100.00,0.00,"2,155,300.00"
12/07/2024,"63,670.25","63,862.03","63,382.58","63,574.36",0.00,0.00,"2,189,900.00"
11/07/2024,"64,149.69","64,245.58","63,574.36","63,574.36",-500.00,-0.01,"3,787,100.00"
10/07/2024,"64,725.03","65,012.69","64,053.80","64,053.80",-700.00,-0.01,"3,991,700.00"
09/07/2024,"64,820.91","65,012.69","64,437.36","64,725.03",-100.00,0.00,"5,045,200.00"
08/07/2024,"64,533.25","64,916.80","64,245.58","64,820.91",400.00,0.01,"4,942,400.00"
05/07/2024,"63,670.25","64,725.03","63,670.25","64,437.36",800.00,0.01,"4,285,100.00"
04/07/2024,"63,574.36","64,149.69","63,574.36","63,670.25",200.00,0.00,"2,688,900.00"
03/07/2024,"63,478.47","63,574.36","63,286.69","63,478.47",0.00,0.00,"1,437,600.00"
02/07/2024,"63,286.69","63,574.36","63,094.91","63,478.47",200.00,0.00,"2,042,800.00"
01/07/2024,"63,094.91","63,286.69","62,615.47","63,286.69",500.00,0.01,"1,909,300.00"
28/06/2024,"62,807.25","63,286.69","62,615.47","62,807.25",200.00,0.00,"2,821,700.00"
27/06/2024,"62,519.58","62,903.14","62,423.69","62,615.47",100.00,0.00,"2,755,400.00"
26/06/2024,"63,094.91","63,094.91","62,423.69","62,519.58",-300.00,0.00,"2,599,300.00"
25/06/2024,"63,094.91","63,478.47","62,807.25","62,807.25",0.00,0.00,"3,680,600.00"
24/06/2024,"63,382.58","63,862.03","62,615.47","62,807.25",-500.00,-0.01,"3,871,900.00"
21/06/2024,"63,766.14","64,341.47","63,286.69","63,286.69",0.00,0.00,"4,023,700.00"
20/06/2024,"62,711.36","64,053.80","62,519.58","63,286.69",700.00,0.01,"4,397,100.00"
19/06/2024,"63,286.69","63,286.69","62,423.69","62,615.47",-600.00,-0.01,"6,211,000.00"
18/06/2024,"63,766.14","63,766.14","63,190.80","63,190.80",-100.00,0.00,"2,751,700.00"
17/06/2024,"63,574.36","63,862.03","63,286.69","63,286.69",-200.00,0.00,"3,617,600.00"
14/06/2024,"64,245.58","64,533.25","63,478.47","63,478.47",-700.00,-0.01,"4,124,200.00"
13/06/2024,"64,245.58","64,629.14","64,053.80","64,149.69",-100.00,0.00,"4,003,600.00"
12/06/2024,"63,766.14","64,533.25","63,574.36","64,245.58",500.00,0.01,"3,522,696.00"
11/06/2024,"64,629.14","64,725.03","63,670.25","63,766.14",-700.00,-0.01,"6,177,100.00"
10/06/2024,"65,588.03","65,683.92","64,437.36","64,437.36",-600.00,-0.01,"4,584,100.00"
07/06/2024,"64,820.91","65,779.80","64,725.03","65,012.69",600.00,0.01,"4,127,600.00"
06/06/2024,"66,163.36","66,163.36","64,437.36","64,437.36","-1,300.00",-0.02,"4,907,800.00"
05/06/2024,"63,478.47","66,355.14","63,478.47","65,683.92","2,500.00",0.04,"11,865,800.00"
04/06/2024,"63,382.58","63,862.03","63,286.69","63,286.69",-100.00,0.00,"3,755,800.00"
03/06/2024,"63,094.91","63,862.03","62,999.03","63,382.58",700.00,0.01,"3,302,200.00"
31/05/2024,"63,190.80","63,190.80","62,615.47","62,711.36",-300.00,0.00,"4,165,400.00"
30/05/2024,"63,382.58","63,478.47","62,807.25","62,999.03",-600.00,-0.01,"4,502,600.00"
29/05/2024,"64,245.58","64,533.25","63,286.69","63,574.36",-500.00,-0.01,"3,644,200.00"
28/05/2024,"63,574.36","64,533.25","63,382.58","64,053.80",700.00,0.01,"5,787,500.00"
27/05/2024,"63,382.58","63,862.03","63,094.91","63,382.58",100.00,0.00,"2,426,600.00"
24/05/2024,"63,957.91","64,149.69","62,999.03","63,286.69","-1,000.00",-0.01,"4,194,100.00"
23/05/2024,"63,286.69","64,245.58","63,094.91","64,245.58","1,200.00",0.02,"2,991,400.00"
22/05/2024,"63,670.25","63,957.91","63,094.91","63,094.91",-400.00,-0.01,"3,728,300.00"
21/05/2024,"63,670.25","63,862.03","63,094.91","63,478.47",-200.00,0.00,"3,821,200.00"
20/05/2024,"64,341.47","64,820.91","63,670.25","63,670.25",-600.00,-0.01,"4,941,500.00"
17/05/2024,"64,533.25","65,012.69","64,053.80","64,245.58",-200.00,0.00,"4,349,200.00"
16/05/2024,"64,341.47","64,916.80","64,245.58","64,437.36",200.00,0.00,"3,153,300.00"
15/05/2024,"64,149.69","64,533.25","63,957.91","64,245.58",500.00,0.01,"3,895,400.00"
14/05/2024,"63,190.80","64,245.58","63,190.80","63,766.14",700.00,0.01,"2,704,800.00"
13/05/2024,"63,862.03","64,053.80","62,711.36","63,094.91",-700.00,-0.01,"2,882,500.00"
10/05/2024,"63,957.91","64,725.03","63,382.58","63,766.14",-100.00,0.00,"2,438,800.00"
09/05/2024,"65,108.58","65,108.58","63,862.03","63,862.03","-1,300.00",-0.02,"2,998,000.00"
08/05/2024,"65,204.47","65,204.47","64,341.47","65,108.58",-100.00,0.00,"2,984,400.00"
07/05/2024,"63,286.69","65,683.92","63,190.80","65,204.47","2,200.00",0.03,"8,723,900.00"
06/05/2024,"63,094.91","63,670.25","62,807.25","63,094.91",200.00,0.00,"2,261,300.00"
03/05/2024,"62,903.14","63,286.69","62,807.25","62,903.14",200.00,0.00,"2,204,400.00"
02/05/2024,"62,711.36","62,807.25","62,231.91","62,711.36",400.00,0.01,"2,563,400.00"
26/04/2024,"62,040.14","63,094.91","61,848.36","62,327.80",300.00,0.00,"2,940,600.00"
25/04/2024,"61,368.91","62,136.02","61,273.02","62,040.14",700.00,0.01,"2,006,000.00"
24/04/2024,"61,368.91","61,656.58","60,889.47","61,368.91",500.00,0.01,"2,478,300.00"
23/04/2024,"61,560.69","61,656.58","60,601.80","60,889.47",-500.00,-0.01,"2,139,400.00"
22/04/2024,"62,040.14","62,615.47","61,368.91","61,368.91",-200.00,0.00,"2,035,200.00"
19/04/2024,"61,560.69","61,752.47","60,697.69","61,560.69",0.00,0.00,"4,677,100.00"
17/04/2024,"61,752.47","62,231.91","61,560.69","61,560.69",200.00,0.00,"5,144,500.00"
16/04/2024,"62,231.91","62,327.80","60,410.02","61,368.91",-900.00,-0.01,"7,128,700.00"
15/04/2024,"63,957.91","63,957.91","62,231.91","62,231.91","-1,800.00",-0.03,"5,776,100.00"
12/04/2024,"64,053.80","64,341.47","63,862.03","63,957.91",100.00,0.00,"2,509,200.00"
11/04/2024,"63,957.91","64,149.69","63,766.14","63,862.03",-200.00,0.00,"2,947,700.00"
10/04/2024,"64,341.47","64,533.25","64,053.80","64,053.80",-200.00,0.00,"4,464,100.00"
09/04/2024,"64,341.47","64,533.25","64,053.80","64,245.58",0.00,0.00,"2,516,000.00"
08/04/2024,"65,204.47","65,204.47","64,149.69","64,245.58",-900.00,-0.01,"3,716,000.00"
05/04/2024,"65,396.25","65,396.25","64,916.80","65,108.58",-300.00,0.00,"4,233,800.00"
04/04/2024,"63,957.91","65,588.03","63,957.91","65,396.25","1,500.00",0.02,"8,598,100.00"
03/04/2024,"64,533.25","64,533.25","63,957.91","63,957.91",-600.00,-0.01,"5,046,100.00"
02/04/2024,"64,245.58","64,629.14","63,957.91","64,533.25",300.00,0.00,"4,322,900.00"
01/04/2024,"64,820.91","64,916.80","64,245.58","64,245.58",-600.00,-0.01,"5,013,000.00"
29/03/2024,"65,588.03","65,588.03","64,725.03","64,820.91",-100.00,0.00,"3,694,900.00"
28/03/2024,"64,916.80","65,588.03","64,820.91","64,916.80",0.00,0.00,"4,492,200.00"
27/03/2024,"65,204.47","65,204.47","64,725.03","64,916.80",0.00,0.00,"2,812,100.00"
26/03/2024,"64,629.14","65,108.58","64,533.25","64,916.80",400.00,0.01,"2,524,500.00"
25/03/2024,"65,108.58","65,396.25","64,341.47","64,533.25",-500.00,-0.01,"5,588,600.00"
22/03/2024,"65,779.80","65,875.69","65,012.69","65,012.69",-600.00,-0.01,"6,162,600.00"
21/03/2024,"65,396.25","65,683.92","65,108.58","65,588.03",400.00,0.01,"5,061,700.00"
20/03/2024,"65,012.69","65,779.80","64,725.03","65,204.47",200.00,0.00,"3,657,800.00"
19/03/2024,"65,683.92","65,683.92","65,012.69","65,012.69",-100.00,0.00,"3,222,100.00"
18/03/2024,"65,971.58","66,259.25","64,820.91","65,108.58",-900.00,-0.01,"6,796,400.00"
15/03/2024,"67,218.14","67,218.14","65,875.69","65,971.58",-800.00,-0.01,"4,851,100.00"
14/03/2024,"67,212.02","67,496.01","66,549.36","66,738.69",-300.00,0.00,"5,476,400.00"
13/03/2024,"66,360.03","67,117.35","66,265.37","67,022.69",800.00,0.01,"5,702,600.00"
12/03/2024,"66,644.03","66,833.36","66,265.37","66,265.37",-300.00,0.00,"3,844,000.00"
11/03/2024,"66,738.69","67,496.01","66,265.37","66,549.36",300.00,0.00,"4,268,400.00"
08/03/2024,"68,253.33","69,010.65","66,265.37","66,265.37","-2,000.00",-0.03,"7,361,000.00"
07/03/2024,"67,874.67","68,253.33","67,496.01","68,158.67",200.00,0.00,"5,217,600.00"
06/03/2024,"69,389.31","69,578.64","67,969.34","67,969.34","-1,200.00",-0.02,"4,862,900.00"
05/03/2024,"68,158.67","69,105.31","67,874.67","69,105.31","1,000.00",0.01,"5,530,900.00"
04/03/2024,"67,969.34","68,821.32","67,780.01","68,158.67",500.00,0.01,"5,014,600.00"
01/03/2024,"68,253.33","68,253.33","67,401.35","67,685.34",-500.00,-0.01,"4,487,700.00"
29/02/2024,"68,726.65","69,389.31","67,780.01","68,158.67",-200.00,0.00,"6,568,800.00"
28/02/2024,"68,537.32","68,726.65","67,685.34","68,348.00",200.00,0.00,"3,509,000.00"
27/02/2024,"67,401.35","68,537.32","67,306.68","68,158.67","1,000.00",0.01,"5,282,500.00"
26/02/2024,"67,212.02","67,874.67","66,928.02","67,212.02",0.00,0.00,"3,138,400.00"
23/02/2024,"67,969.34","68,821.32","67,212.02","67,212.02",-600.00,-0.01,"6,142,500.00"
22/02/2024,"67,496.01","68,821.32","67,306.68","67,780.01",300.00,0.00,"4,698,100.00"
21/02/2024,"67,685.34","68,064.00","67,212.02","67,496.01",-200.00,0.00,"3,590,200.00"
20/02/2024,"67,874.67","68,537.32","67,496.01","67,685.34",-400.00,-0.01,"4,435,700.00"
19/02/2024,"67,117.35","68,726.65","66,928.02","68,064.00","1,900.00",0.03,"7,144,500.00"
16/02/2024,"64,182.74","66,549.36","63,898.75","66,265.37","2,400.00",0.04,"11,114,600.00"
15/02/2024,"63,993.41","64,372.07","63,614.75","63,993.41",0.00,0.00,"4,115,500.00"
